,PassengerId,Cabin_number,Age,RoomService,Age_group,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_side_S,VIP_True
3393,3648_01,687,39.0,0.0,Age_31-50,0.0,0.0,1144.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3394,3650_01,596,37.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3395,3652_01,591,28.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3396,3653_01,592,29.0,97.0,Age_26-30,0.0,444.0,366.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3397,3654_01,689,14.0,1.0,Age_13-17,0.0,827.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3398,3654_02,689,15.0,0.0,Age_13-17,398.0,0.0,467.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3399,3655_01,690,17.0,0.0,Age_13-17,432.0,0.0,3003.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3400,3658_01,593,4.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3401,3658_02,245,24.0,3.0,Age_18-25,2053.0,335.0,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3402,3660_01,594,28.82793046746535,42.0,Age_26-30,0.0,671.0,71.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3403,3662_01,142,22.0,0.0,Age_18-25,171.0,2233.0,1.0,800.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3404,3662_02,142,38.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
3405,3664_01,691,30.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3406,3665_01,595,29.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3407,3667_01,42,26.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3408,3668_01,120,41.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3409,3671_01,246,50.0,43.0,Age_31-50,661.0,1.0,85.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3410,3674_01,600,34.0,232.0,Age_31-50,457.0,1.0,218.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3411,3677_01,694,24.0,105.0,Age_18-25,0.0,37.0,518.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3412,3678_01,247,24.0,0.0,Age_18-25,0.0,788.0,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3413,3679_01,116,45.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3414,3680_01,121,35.0,0.0,Age_31-50,388.0,0.0,1792.0,2891.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3415,3680_02,121,23.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3416,3681_01,144,23.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
3417,3681_02,144,21.0,4.0,Age_18-25,1474.9171764705882,137.0,1640.0,455.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3418,3682_01,761,19.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3419,3686_01,696,24.0,25.0,Age_18-25,284.0,0.0,330.0,64.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3420,3688_01,697,2.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3421,3688_02,697,0.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3422,3688_03,697,20.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3423,3690_01,762,35.0,0.0,Age_31-50,30.0,357.0,435.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3424,3691_01,763,34.0,1404.0,Age_31-50,0.0,4.0,359.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3425,3692_01,598,26.0,808.0,Age_26-30,60.0,0.0,16.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3426,3693_01,603,26.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3427,3699_01,123,32.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3428,3699_02,123,25.0,0.0,Age_18-25,17432.0,0.0,241.0,2102.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3429,3699_03,123,30.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3430,3699_04,123,57.0,0.0,Age_51+,3859.0,13.0,195.0,3874.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3431,3700_01,767,23.0,58.0,Age_18-25,396.0,15.0,140.50393356643357,180.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3432,3702_01,220,32.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
3433,3703_01,768,27.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3434,3703_02,768,20.0,1377.0,Age_18-25,267.0,36.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3435,3704_01,699,21.0,120.0,Age_18-25,235.0,0.0,140.50393356643357,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3436,3705_01,769,19.0,238.0,Age_18-25,1.0,28.0,207.0,119.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3437,3706_01,770,16.0,424.0,Age_13-17,0.0,246.0,370.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3438,3706_02,770,18.0,131.0,Age_18-25,0.0,980.0,1.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3439,3707_01,604,18.0,622.0,Age_18-25,53.0,8.0,47.0,39.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3440,3707_02,604,22.0,0.0,Age_18-25,0.0,889.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3441,3708_01,600,28.82793046746535,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3442,3710_01,601,35.0,432.0,Age_31-50,0.0,377.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3443,3710_02,601,8.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3444,3710_03,601,5.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3445,3711_01,700,40.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3446,3711_02,700,31.0,3471.0,Age_31-50,0.0,232.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3447,3711_03,700,9.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3448,3713_01,133,56.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
3449,3713_02,133,39.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3450,3713_03,133,18.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
3451,3714_01,702,45.0,48.0,Age_31-50,1652.0,761.0,138.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3452,3714_02,116,33.0,33.0,Age_31-50,397.0,354.0,108.45916619074816,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3453,3715_01,602,2.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3454,3715_02,602,1.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3455,3715_03,602,2.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3456,3715_04,602,16.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3457,3716_01,603,18.0,18.0,Age_18-25,2.0,1769.0,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3458,3719_01,704,28.0,1193.0,Age_26-30,0.0,2509.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
3459,3719_02,704,45.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3460,3724_01,609,24.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3461,3726_01,604,35.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3462,3728_01,612,16.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
3463,3729_01,605,40.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3464,3732_01,43,5.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3465,3732_02,43,29.0,0.0,Age_26-30,8444.0,0.0,2989.0,8735.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3466,3732_03,43,31.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3467,3732_04,43,27.0,3340.0,Age_26-30,588.0,148.62943681968764,173.0,71.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3468,3733_01,118,34.0,0.0,Age_31-50,4.0,0.0,685.0,1779.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3469,3734_01,606,15.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3470,3735_01,119,43.0,2.0,Age_31-50,3846.0,0.0,3.0,346.0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3471,3735_02,119,30.0,0.0,Age_26-30,787.0,116.0,1924.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3472,3736_01,145,61.0,328.0,Age_51+,5193.0,0.0,20.0,533.0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3473,3737_01,614,48.0,0.0,Age_31-50,0.0,632.0,250.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3474,3737_02,614,17.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3475,3739_01,615,19.0,0.0,Age_18-25,312.0,2.0,76.0,418.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3476,3741_01,117,29.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
3477,3742_01,607,2.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3478,3742_02,607,24.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3479,3743_01,616,19.0,0.0,Age_18-25,827.0,5.0,55.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3480,3744_01,249,34.0,0.0,Age_31-50,490.0,869.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
3481,3745_01,608,19.0,135.25664105378704,Age_18-25,2.0,14.0,755.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3482,3747_01,118,39.0,0.0,Age_31-50,2576.0,0.0,234.0,237.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3483,3747_02,118,26.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
3484,3747_03,118,53.0,0.0,Age_51+,3377.0,0.0,193.0,5563.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3485,3747_04,118,18.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3486,3748_01,774,28.82793046746535,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3487,3749_01,119,45.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3488,3749_02,119,32.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
3489,3750_01,775,18.0,64.0,Age_18-25,0.0,3.0,3440.0,5.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3490,3750_02,610,48.0,396.0,Age_31-50,0.0,131.8175438596491,0.0,297.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3491,3751_01,3,24.0,0.0,Age_18-25,274.0,594.0,35.0,658.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3492,3752_01,120,52.0,0.0,Age_51+,5.0,0.0,108.0,1788.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3493,3753_01,776,55.0,0.0,Age_51+,519.0,131.0,63.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3494,3754_01,611,43.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3495,3755_01,612,24.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3496,3755_02,612,8.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3497,3756_01,707,18.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3498,3757_01,617,38.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3499,3758_01,618,18.0,381.0,Age_18-25,4.0,0.0,0.0,368.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3500,3758_02,618,23.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
3501,3759_01,619,26.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3502,3760_01,613,21.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3503,3761_01,222,45.0,824.0,Age_31-50,2196.0,385.0,19.0,1113.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3504,3765_01,709,24.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3505,3767_01,146,44.0,0.0,Age_31-50,280.0,112.0,0.0,9244.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3506,3768_01,710,20.0,0.0,Age_18-25,0.0,717.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3507,3769_01,251,47.0,1037.0,Age_31-50,0.0,258.0,4.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3508,3770_01,615,16.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3509,3771_01,120,28.0,80.0,Age_26-30,828.0,0.0,4494.0,4269.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3510,3772_01,616,8.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3511,3772_02,777,20.0,0.0,Age_18-25,0.0,422.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3512,3773_01,711,22.0,2.0,Age_18-25,257.0,348.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3513,3773_02,711,42.0,55.0,Age_31-50,0.0,1503.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3514,3773_03,711,23.0,0.0,Age_18-25,552.0,44.0,0.0,661.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3515,3774_01,778,30.0,513.0,Age_26-30,0.0,0.0,0.0,317.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3516,3774_02,617,18.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3517,3774_03,778,35.0,227.0,Age_31-50,117.0,394.0,9.0,56.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3518,3775_01,712,42.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3519,3775_02,712,46.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3520,3776_01,134,29.0,2.0,Age_26-30,407.0,4509.0,1433.0,9.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
3521,3777_01,147,35.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
3522,3778_01,713,48.0,0.0,Age_31-50,21.0,0.0,0.0,786.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3523,3779_01,714,24.0,1.0,Age_18-25,677.0,13.0,10.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3524,3781_01,44,38.0,821.0,Age_31-50,960.0,0.0,27.0,321.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3525,3783_01,780,51.0,183.0,Age_51+,0.0,1.0,0.0,1103.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3526,3784_01,618,77.0,0.0,Age_51+,135.39553219448095,131.0,3981.0,108.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3527,3785_01,619,22.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3528,3786_01,252,38.0,545.9266475644699,Age_31-50,0.0,1355.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
3529,3786_02,121,42.0,913.0,Age_31-50,4.0,1.0,1465.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3530,3787_01,716,55.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
3531,3787_02,716,7.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3532,3787_03,122,28.82793046746535,132.0,Age_26-30,75.0,849.0,0.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3533,3788_01,127,25.0,519.0,Age_18-25,0.0,284.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3534,3789_01,620,15.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3535,3790_01,620,13.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3536,3793_01,622,23.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3537,3795_01,136,28.82793046746535,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3538,3796_01,121,33.0,90.0,Age_31-50,26830.0,0.0,27.0,703.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3539,3797_01,122,26.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3540,3798_01,253,67.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
3541,3801_01,622,27.0,0.0,Age_26-30,0.0,0.0,36.0,437.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3542,3803_01,782,33.0,25.0,Age_31-50,0.0,1376.0,604.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3543,3804_01,783,18.0,0.0,Age_18-25,17.0,0.0,0.0,784.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3544,3805_01,784,36.0,357.0,Age_31-50,0.0,114.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3545,3807_01,623,18.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3546,3810_01,624,51.0,406.0,Age_51+,0.0,53.0,0.0,350.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3547,3811_01,786,54.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3548,3811_02,128,33.0,3361.0,Age_31-50,0.0,13.0,15.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3549,3812_01,717,18.0,14.0,Age_18-25,651.0,11.0,17.0,135.62636641888938,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3550,3814_01,129,57.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3551,3815_01,787,23.0,0.0,Age_18-25,0.0,0.0,724.0,80.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3552,3816_01,225,24.0,58.0,Age_18-25,0.0,4.0,789.0,54.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3553,3817_01,226,20.0,984.0,Age_18-25,1.0,921.0,0.0,46.57420091324201,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3554,3818_01,3,32.0,0.0,Age_31-50,600.0,80.0,0.0,18.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3555,3820_01,790,21.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3556,3821_01,3,28.82793046746535,0.0,Age_26-30,2.0,0.0,0.0,867.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3557,3822_01,718,41.0,0.0,Age_31-50,122.0,0.0,104.0,486.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3558,3823_01,719,27.0,1192.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3559,3824_01,625,49.0,0.0,Age_31-50,51.0,101.0,50.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3560,3826_01,626,18.0,0.0,Age_18-25,0.0,0.0,1565.0,224.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3561,3830_01,627,34.0,71.0,Age_31-50,0.0,242.0,393.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3562,3831_01,123,73.0,799.0,Age_51+,0.0,190.0,68.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3563,3832_01,627,40.0,1387.0,Age_31-50,614.0,1564.0,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3564,3835_01,255,63.0,1.0,Age_51+,897.0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3565,3836_01,723,21.0,1060.0,Age_18-25,0.0,91.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3566,3838_01,227,21.0,28.0,Age_18-25,580.0,0.0,0.0,236.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3567,3839_01,228,23.0,418.0,Age_18-25,4.0,627.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3568,3841_01,793,31.0,1049.0,Age_31-50,31.0,227.0,2.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3569,3842_01,794,41.0,312.0,Age_31-50,89.0,44.0,0.0,252.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3570,3846_01,630,15.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3571,3847_01,126,36.0,90.0,Age_31-50,2050.0,0.0,15.0,1244.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3572,3848_01,795,24.0,4.0,Age_18-25,314.0,0.0,0.0,428.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3573,3849_01,631,27.0,0.0,Age_26-30,253.0,0.0,79.0,421.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3574,3850_01,137,24.0,38.0,Age_18-25,257.0,0.0,54.0,4184.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3575,3850_02,137,19.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3576,3850_03,137,25.0,0.0,Age_18-25,6130.0,0.0,36.0,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
3577,3850_04,137,39.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3578,3850_05,137,15.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
3579,3850_06,137,31.0,0.0,Age_31-50,1565.0,0.0,97.0,1678.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
3580,3850_07,137,25.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3581,3851_01,127,57.0,205.0,Age_51+,4415.0,0.0,1589.0,305.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3582,3852_01,796,28.82793046746535,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3583,3853_01,725,18.0,16.0,Age_18-25,6.0,735.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3584,3854_01,632,33.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
