,PassengerId,HomePlanet,CryoSleep,Cabin_side,Cabin_deck,Cabin_number,Destination,Age,RoomService,Age_group,VIP,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
4421,4695_01,Mars,False,S,F,882,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4422,4695_02,Mars,False,S,F,882,TRAPPIST-1e,21.0,3148.0,Age_18-25,False,0.0,1.0,0.0,0.0,False
4423,4695_03,Mars,True,S,F,882,TRAPPIST-1e,19.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4424,4696_01,Mars,True,S,F,883,TRAPPIST-1e,39.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4425,4699_01,Earth,False,P,F,955,55 Cancri e,60.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,False
4426,4704_01,Europa,False,P,D,156,55 Cancri e,30.0,818.0,Age_26-30,False,44.0,2.0,2956.0,2311.0,False
4427,4706_01,Earth,True,P,G,762,TRAPPIST-1e,30.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,False
4428,4706_02,Earth,True,P,G,762,TRAPPIST-1e,40.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4429,4708_01,Mars,False,S,E,304,TRAPPIST-1e,26.0,0.0,Age_26-30,False,25.0,13.0,11.0,998.0,False
4430,4709_01,Earth,False,P,F,957,55 Cancri e,38.0,2614.0,Age_31-50,False,0.0,103.0,0.0,0.0,False
4431,4710_01,Mars,False,P,F,958,TRAPPIST-1e,22.0,130.0,Age_18-25,False,15.0,2454.0,0.0,0.0,True
4432,4710_02,Mars,False,P,E,293,TRAPPIST-1e,28.82793046746535,179.0,Age_26-30,False,0.0,1805.0,131.0,0.0,False
4433,4711_01,Mars,False,P,F,959,TRAPPIST-1e,65.0,1420.0,Age_51+,False,0.0,84.0,0.0,0.0,False
4434,4712_01,Earth,True,P,G,764,PSO J318.5-22,61.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
4435,4713_01,Earth,False,S,F,885,TRAPPIST-1e,20.0,0.0,Age_18-25,False,0.0,111.0,39.0,1094.0,False
4436,4714_01,Earth,True,P,G,765,TRAPPIST-1e,24.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
4437,4717_01,Earth,True,P,G,766,TRAPPIST-1e,16.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,False
4438,4719_01,Mars,True,S,E,305,TRAPPIST-1e,35.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4439,4720_01,Earth,False,S,F,887,TRAPPIST-1e,21.0,0.0,Age_18-25,False,681.0,51.0,131.0,1.0,True
4440,4721_01,Earth,True,S,G,771,TRAPPIST-1e,23.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4441,4723_01,Earth,False,S,F,888,55 Cancri e,17.0,0.0,Age_13-17,False,262.0,0.0,0.0,502.0,True
4442,4723_02,Earth,False,S,F,888,PSO J318.5-22,24.0,154.0,Age_18-25,False,7.0,241.0,213.0,453.0,False
4443,4725_01,Earth,False,P,G,767,55 Cancri e,27.0,866.0,Age_26-30,False,0.0,0.0,0.0,23.0,False
4444,4726_01,Europa,False,S,C,187,TRAPPIST-1e,26.0,0.0,Age_26-30,False,1910.0,0.0,1777.0,0.0,True
4445,4726_02,Europa,False,S,C,187,55 Cancri e,26.0,0.0,Age_26-30,False,3452.0,0.0,4.0,1960.0,True
4446,4726_03,Europa,False,S,C,187,TRAPPIST-1e,20.0,0.0,Age_18-25,False,3.0,0.0,1271.0,2630.0,True
4447,4726_04,Europa,True,S,C,187,TRAPPIST-1e,28.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
4448,4726_05,Europa,False,S,C,187,TRAPPIST-1e,37.0,8.0,Age_31-50,False,21.0,0.0,56.0,2167.0,True
4449,4728_01,Mars,False,S,F,889,TRAPPIST-1e,23.0,706.0,Age_18-25,False,0.0,0.0,0.0,583.0,False
4450,4728_02,Mars,True,S,F,889,TRAPPIST-1e,49.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4451,4730_01,Europa,False,P,B,158,TRAPPIST-1e,50.0,0.0,Age_31-50,False,1338.0,0.0,40.0,6178.0,False
4452,4732_01,Europa,True,P,C,151,TRAPPIST-1e,4.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4453,4732_02,Europa,True,P,C,151,TRAPPIST-1e,32.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4454,4732_03,Europa,False,P,C,151,TRAPPIST-1e,44.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4455,4733_01,Earth,False,P,E,294,TRAPPIST-1e,20.0,962.0,Age_18-25,False,0.0,4581.0,105.0,0.0,True
4456,4738_01,Mars,False,S,F,893,TRAPPIST-1e,30.0,531.0,Age_26-30,False,807.0,35.0,200.0,0.0,False
4457,4738_02,Mars,False,S,F,893,TRAPPIST-1e,29.0,574.0,Age_26-30,False,0.0,4940.0,1831.0,2.0,False
4458,4739_01,Earth,False,S,G,773,TRAPPIST-1e,22.0,37.0,Age_18-25,False,3.0,0.0,305.0,581.0,True
4459,4741_01,Mars,True,P,F,961,TRAPPIST-1e,35.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4460,4741_02,Mars,False,P,F,961,55 Cancri e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4461,4741_03,Mars,False,P,F,961,TRAPPIST-1e,6.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4462,4743_01,Europa,False,S,E,306,TRAPPIST-1e,38.0,0.0,Age_31-50,False,4504.0,0.0,13.0,302.0,True
4463,4744_01,Europa,False,P,C,152,TRAPPIST-1e,34.0,0.0,Age_31-50,False,48.0,2067.0,3.0,6.0,True
4464,4744_02,Europa,True,P,C,152,55 Cancri e,34.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4465,4746_01,Earth,False,S,G,775,TRAPPIST-1e,28.82793046746535,282.0,Age_26-30,False,8.0,337.0,0.0,0.0,False
4466,4748_01,Mars,False,S,D,149,TRAPPIST-1e,53.0,204.0,Age_51+,False,142.0,380.0,38.0,1.0,False
4467,4750_01,Europa,False,S,A,57,TRAPPIST-1e,28.0,0.0,Age_26-30,False,395.0,118.0,14.0,1647.0,False
4468,4750_02,Europa,False,S,A,57,TRAPPIST-1e,31.0,0.0,Age_31-50,False,1382.0,0.0,1795.0,588.0,False
4469,4752_01,Mars,False,P,F,964,PSO J318.5-22,56.0,233.0,Age_51+,False,0.0,1356.0,0.0,171.0,False
4470,4753_01,Mars,False,S,F,895,TRAPPIST-1e,36.0,850.0,Age_31-50,False,0.0,454.0,0.0,0.0,False
4471,4754_01,Earth,False,S,E,307,55 Cancri e,30.0,25.0,Age_26-30,False,245.0,198.0,2.0,321.0,False
4472,4755_01,Mars,True,P,F,965,TRAPPIST-1e,32.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4473,4756_01,Europa,True,S,C,188,55 Cancri e,44.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4474,4756_02,Europa,True,S,C,188,55 Cancri e,54.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
4475,4757_01,Earth,False,S,F,896,TRAPPIST-1e,24.0,185.0,Age_18-25,False,0.0,476.0,1810.0,53.0,False
4476,4758_01,Earth,False,P,F,966,TRAPPIST-1e,44.0,248.0,Age_31-50,False,0.0,0.0,0.0,623.0,False
4477,4759_01,Earth,False,S,F,897,TRAPPIST-1e,25.0,0.0,Age_18-25,False,3.0,23.0,693.0,0.0,False
4478,4762_01,Mars,True,P,F,968,TRAPPIST-1e,35.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4479,4763_01,Mars,False,P,F,969,TRAPPIST-1e,29.0,298.0,Age_26-30,False,0.0,888.0,5.0,0.0,True
4480,4764_01,Earth,False,S,E,308,TRAPPIST-1e,22.0,0.0,Age_18-25,False,669.0,121.0,0.0,56.0,True
4481,4769_01,Earth,True,S,G,776,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4482,4770_01,Earth,False,S,F,900,55 Cancri e,22.0,0.0,Age_18-25,False,509.0,2.0,8.0,74.0,True
4483,4770_02,Earth,True,S,F,900,PSO J318.5-22,18.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4484,4772_01,Earth,False,P,F,971,55 Cancri e,22.0,256.0,Age_18-25,False,0.0,0.0,0.0,373.0,False
4485,4773_01,Earth,False,S,G,777,TRAPPIST-1e,52.0,935.0,Age_51+,False,779.0,0.0,0.0,0.0,True
4486,4774_01,Mars,True,P,F,972,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4487,4774_02,Mars,True,P,F,972,TRAPPIST-1e,1.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4488,4774_03,Mars,False,P,F,972,TRAPPIST-1e,34.0,2130.0,Age_31-50,False,0.0,1.0,1.0,0.0,False
4489,4774_04,Mars,True,P,F,972,TRAPPIST-1e,6.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4490,4775_01,Earth,False,S,G,778,TRAPPIST-1e,22.0,123.0,Age_18-25,False,1.0,660.0,0.0,0.0,True
4491,4777_01,Earth,True,S,G,779,TRAPPIST-1e,31.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4492,4778_01,Europa,False,S,A,58,TRAPPIST-1e,31.0,588.0,Age_31-50,False,1261.0,0.0,228.0,6.0,False
4493,4780_01,Mars,False,S,E,309,TRAPPIST-1e,20.0,845.0,Age_18-25,False,0.0,46.0,123.0,0.0,False
4494,4780_02,Mars,True,S,E,309,TRAPPIST-1e,25.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4495,4782_01,Europa,True,S,C,189,55 Cancri e,23.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4496,4782_02,Europa,False,S,C,189,TRAPPIST-1e,53.0,50.0,Age_51+,False,11552.0,0.0,2998.0,4334.0,False
4497,4782_03,Europa,False,S,C,189,55 Cancri e,32.0,0.0,Age_31-50,False,225.0,0.0,3873.0,240.0,False
4498,4782_04,Europa,True,S,C,189,55 Cancri e,27.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
4499,4782_05,Europa,False,S,C,189,55 Cancri e,48.0,0.0,Age_31-50,False,342.0,929.0,10887.0,0.0,False
4500,4783_01,Europa,False,P,A,43,TRAPPIST-1e,37.0,223.0,Age_31-50,False,9495.0,0.0,1318.0,1866.0,True
4501,4784_01,Mars,True,S,F,903,TRAPPIST-1e,21.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4502,4785_01,Europa,True,P,B,159,55 Cancri e,29.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
4503,4786_01,Europa,True,P,B,160,TRAPPIST-1e,46.0,0.0,Age_31-50,True,0.0,0.0,0.0,0.0,True
4504,4787_01,Earth,False,S,G,780,TRAPPIST-1e,19.0,2.0,Age_18-25,False,0.0,131.8175438596491,9.0,754.0,False
4505,4788_01,Earth,False,S,F,904,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,778.0,0.0,False
4506,4790_01,Europa,False,S,B,189,TRAPPIST-1e,54.0,0.0,Age_51+,True,2853.0,0.0,0.0,1666.0,False
4507,4791_01,Earth,False,S,G,781,TRAPPIST-1e,43.0,63.0,Age_31-50,False,1339.0,9.0,253.0,42.0,True
4508,4792_01,Earth,True,S,G,782,TRAPPIST-1e,18.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4509,4793_01,Europa,False,S,E,310,55 Cancri e,36.0,13.0,Age_31-50,False,1480.0,1.0,1439.0,1955.0,False
4510,4793_02,Europa,False,S,E,310,TRAPPIST-1e,20.0,0.0,Age_18-25,False,1131.0,3783.0,161.0,0.0,True
4511,4794_01,Earth,False,P,F,974,TRAPPIST-1e,63.0,0.0,Age_51+,False,104.0,0.0,599.0,0.0,False
4512,4795_01,Earth,False,S,F,905,TRAPPIST-1e,50.0,138.0,Age_31-50,False,706.0,0.0,18.0,40.0,True
4513,4796_01,Mars,False,S,E,311,TRAPPIST-1e,13.0,21.0,Age_13-17,False,0.0,1564.0,0.0,1.0,True
4514,4796_02,Mars,True,S,E,311,TRAPPIST-1e,43.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4515,4797_01,Earth,True,S,G,783,PSO J318.5-22,16.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
4516,4798_01,Mars,True,P,F,975,TRAPPIST-1e,31.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4517,4798_02,Mars,True,P,F,975,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4518,4798_03,Mars,True,P,F,975,TRAPPIST-1e,10.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4519,4801_01,Earth,True,P,G,773,TRAPPIST-1e,10.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,False
4520,4803_01,Earth,False,P,F,977,TRAPPIST-1e,55.0,1028.0,Age_51+,False,18.0,0.0,0.0,0.0,False
4521,4804_01,Earth,False,S,F,906,TRAPPIST-1e,18.0,211.0,Age_18-25,False,594.0,2.0,493.0,62.0,True
4522,4804_02,Earth,False,S,G,785,TRAPPIST-1e,7.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4523,4804_03,Earth,True,S,G,785,TRAPPIST-1e,1.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4524,4807_01,Earth,False,P,G,776,TRAPPIST-1e,44.0,22.0,Age_31-50,False,1.0,0.0,864.0,0.0,False
4525,4808_01,Mars,False,P,E,299,TRAPPIST-1e,27.0,665.0,Age_26-30,False,631.0,1.0,108.45916619074816,0.0,False
4526,4810_01,Earth,False,S,F,3,PSO J318.5-22,20.0,30.0,Age_18-25,False,4.0,0.0,321.0,451.0,False
4527,4813_01,Europa,False,S,C,190,55 Cancri e,49.0,0.0,Age_31-50,False,7762.0,2.0,0.0,98.0,True
4528,4814_01,Earth,True,S,G,788,55 Cancri e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4529,4815_01,Earth,False,S,F,907,55 Cancri e,21.0,564.0,Age_18-25,False,9.0,0.0,0.0,30.0,True
4530,4817_01,Mars,False,P,F,979,TRAPPIST-1e,26.0,17.0,Age_26-30,False,0.0,746.0,394.0,0.0,False
4531,4818_01,Mars,False,S,D,150,TRAPPIST-1e,65.0,588.0,Age_51+,False,196.0,272.0,0.0,0.0,True
4532,4819_01,Mars,True,P,F,980,TRAPPIST-1e,20.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4533,4822_01,Mars,True,P,F,981,55 Cancri e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4534,4822_02,Mars,True,P,F,981,TRAPPIST-1e,16.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
4535,4822_03,Mars,True,P,F,981,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4536,4822_04,Mars,False,P,F,981,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4537,4823_01,Earth,False,P,G,777,TRAPPIST-1e,21.0,526.0,Age_18-25,False,0.0,131.8175438596491,258.0,0.0,False
4538,4827_01,Earth,True,S,G,789,PSO J318.5-22,30.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
4539,4828_01,Earth,False,P,G,778,55 Cancri e,14.0,363.0,Age_13-17,False,44.0,0.0,0.0,512.0,True
4540,4829_01,Mars,False,P,F,982,TRAPPIST-1e,45.0,944.0,Age_31-50,False,292.0,2.0,108.45916619074816,0.0,False
4541,4830_01,Earth,False,P,F,983,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,19.0,785.0,False
4542,4831_01,Mars,True,P,F,984,TRAPPIST-1e,21.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4543,4832_01,Earth,False,P,E,301,TRAPPIST-1e,37.0,542.0,Age_31-50,False,440.0,1.0,0.0,0.0,False
4544,4836_01,Mars,True,S,F,911,TRAPPIST-1e,29.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
4545,4836_02,Mars,False,S,F,911,TRAPPIST-1e,29.0,20.0,Age_26-30,True,0.0,1902.0,0.0,3.0,True
4546,4837_01,Earth,False,S,F,912,TRAPPIST-1e,21.0,0.0,Age_18-25,False,198.0,559.0,19.0,44.0,True
4547,4838_01,Earth,False,S,F,913,TRAPPIST-1e,52.0,1.0,Age_51+,False,13.0,3.0,0.0,700.0,False
4548,4840_01,Earth,True,S,F,915,TRAPPIST-1e,36.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4549,4841_01,Europa,True,S,B,192,55 Cancri e,59.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
4550,4841_02,Europa,False,S,B,192,TRAPPIST-1e,21.0,12.0,Age_18-25,False,1855.0,0.0,1381.0,358.0,False
4551,4841_03,Europa,False,S,B,192,TRAPPIST-1e,25.0,21.0,Age_18-25,False,2148.0,0.0,1966.0,12708.0,False
4552,4842_01,Mars,False,S,D,152,TRAPPIST-1e,23.0,2260.0,Age_18-25,False,0.0,152.0,106.0,60.0,False
4553,4845_01,Europa,True,P,E,302,55 Cancri e,36.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4554,4846_01,Earth,False,S,E,314,TRAPPIST-1e,38.0,161.0,Age_31-50,False,3.0,0.0,624.0,0.0,False
4555,4846_02,Earth,True,S,G,791,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4556,4847_01,Earth,False,S,F,917,TRAPPIST-1e,19.0,0.0,Age_18-25,False,0.0,699.0,18.0,86.0,True
4557,4848_01,Earth,False,P,F,986,TRAPPIST-1e,30.0,148.0,Age_26-30,False,0.0,0.0,619.0,34.0,True
4558,4850_01,Earth,False,S,G,792,TRAPPIST-1e,23.0,14.0,Age_18-25,False,0.0,437.0,103.0,333.0,True
4559,4850_02,Earth,False,S,G,792,TRAPPIST-1e,55.0,330.0,Age_51+,False,114.0,0.0,2.0,0.0,True
4560,4851_01,Earth,False,S,F,918,PSO J318.5-22,44.0,0.0,Age_31-50,False,463.0,1.0,172.0,0.0,True
4561,4853_01,Europa,False,P,C,153,TRAPPIST-1e,30.0,4531.0,Age_26-30,False,212.0,10.0,157.0,12.0,False
4562,4856_01,Earth,False,S,F,920,TRAPPIST-1e,39.0,12.0,Age_31-50,False,8.0,0.0,4.0,753.0,True
4563,4857_01,Earth,False,P,G,782,55 Cancri e,19.0,423.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
4564,4862_01,Earth,False,P,G,783,TRAPPIST-1e,24.0,0.0,Age_18-25,False,871.0,17.0,0.0,0.0,False
4565,4863_01,Europa,False,S,T,2,TRAPPIST-1e,37.0,1721.0,Age_31-50,False,667.0,148.62943681968764,28.0,1362.0,False
4566,4864_01,Earth,False,P,G,784,55 Cancri e,24.0,0.0,Age_18-25,False,0.0,0.0,734.0,21.0,False
4567,4866_01,Earth,False,S,F,922,TRAPPIST-1e,17.0,0.0,Age_13-17,False,0.0,1875.0,142.0,2.0,True
4568,4868_01,Earth,False,P,E,304,TRAPPIST-1e,17.0,0.0,Age_13-17,False,775.0,0.0,13.0,0.0,True
4569,4870_01,Earth,False,P,G,785,55 Cancri e,14.0,8.0,Age_13-17,False,0.0,131.8175438596491,0.0,176.0,False
4570,4871_01,Earth,False,P,F,990,PSO J318.5-22,13.0,0.0,Age_13-17,False,611.0,0.0,0.0,0.0,False
4571,4873_01,Europa,False,S,C,191,55 Cancri e,35.0,0.0,Age_31-50,False,1135.0,0.0,0.0,3880.0,True
4572,4874_01,Mars,False,S,F,925,TRAPPIST-1e,32.0,654.0,Age_31-50,False,0.0,655.0,0.0,0.0,True
4573,4874_02,Mars,True,S,F,925,TRAPPIST-1e,18.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4574,4875_01,Earth,False,S,F,926,TRAPPIST-1e,21.0,529.0,Age_18-25,False,8.0,89.0,21.0,0.0,True
4575,4876_01,Mars,False,S,F,927,TRAPPIST-1e,25.0,750.0,Age_18-25,False,0.0,109.0,368.0,0.0,False
4576,4878_01,Mars,False,S,F,929,TRAPPIST-1e,36.0,108.0,Age_31-50,False,0.0,941.0,861.0,0.0,False
4577,4879_01,Earth,False,P,G,786,TRAPPIST-1e,20.0,362.0,Age_18-25,False,0.0,31.0,12.0,483.0,False
4578,4880_01,Earth,False,P,G,787,55 Cancri e,22.0,126.0,Age_18-25,False,3.0,0.0,1305.0,0.0,False
4579,4881_01,Mars,True,S,E,315,TRAPPIST-1e,27.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
4580,4882_01,Europa,False,S,B,193,TRAPPIST-1e,28.82793046746535,9.0,Age_26-30,False,2031.0,0.0,20.0,1837.0,False
4581,4883_01,Earth,True,P,G,788,TRAPPIST-1e,38.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4582,4884_01,Mars,True,S,E,316,TRAPPIST-1e,23.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
4583,4885_01,Mars,False,S,F,930,TRAPPIST-1e,21.0,74.0,Age_18-25,False,0.0,713.0,0.0,502.0,True
4584,4886_01,Earth,False,S,F,931,TRAPPIST-1e,18.0,135.25664105378704,Age_18-25,False,0.0,1770.0,1284.0,8.0,False
4585,4887_01,Earth,False,P,F,991,TRAPPIST-1e,20.0,0.0,Age_18-25,False,254.0,868.0,405.0,0.0,True
4586,4888_01,Europa,True,S,C,192,TRAPPIST-1e,28.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
4587,4889_01,Earth,False,S,G,794,PSO J318.5-22,57.0,274.0,Age_51+,False,8.0,0.0,19.0,466.0,False
4588,4890_01,Earth,False,S,G,795,55 Cancri e,10.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4589,4890_02,Earth,False,S,F,932,TRAPPIST-1e,23.0,0.0,Age_18-25,False,0.0,874.0,0.0,0.0,True
4590,4891_01,Europa,True,S,B,194,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4591,4891_02,Europa,True,S,B,194,55 Cancri e,24.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4592,4892_01,Earth,False,S,G,796,TRAPPIST-1e,52.0,44.0,Age_51+,False,135.39553219448095,0.0,42.0,1731.0,False
4593,4893_01,Earth,True,S,G,797,55 Cancri e,31.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4594,4895_01,Earth,True,P,G,789,55 Cancri e,15.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
4595,4896_01,Earth,False,P,F,992,TRAPPIST-1e,40.0,176.0,Age_31-50,False,932.0,0.0,0.0,135.62636641888938,False
4596,4897_01,Earth,False,P,F,993,TRAPPIST-1e,18.0,0.0,Age_18-25,False,0.0,31.0,2121.0,0.0,False
4597,4898_01,Earth,False,S,F,933,TRAPPIST-1e,28.0,647.0,Age_26-30,False,1.0,32.0,71.0,140.0,True
4598,4899_01,Earth,True,S,G,799,TRAPPIST-1e,40.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4599,4899_02,Earth,False,S,G,799,PSO J318.5-22,32.0,8.0,Age_31-50,False,690.0,3.0,5.0,0.0,True
4600,4900_01,Earth,False,P,F,994,PSO J318.5-22,35.0,0.0,Age_31-50,False,0.0,2.0,672.0,10.0,False
4601,4901_01,Earth,False,P,G,790,TRAPPIST-1e,52.0,0.0,Age_51+,False,837.0,1.0,2.0,8.0,False
4602,4901_02,Earth,False,P,E,305,TRAPPIST-1e,34.0,695.0,Age_31-50,False,25.0,276.0,0.0,0.0,False
4603,4902_01,Earth,True,P,G,791,TRAPPIST-1e,46.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
4604,4903_01,Earth,False,P,F,995,55 Cancri e,23.0,62.0,Age_18-25,False,0.0,0.0,1.0,2203.0,False
4605,4904_01,Earth,False,S,E,317,TRAPPIST-1e,44.0,2.0,Age_31-50,False,0.0,0.0,788.0,0.0,False
4606,4909_01,Earth,False,P,F,997,55 Cancri e,59.0,460.0,Age_51+,False,139.0,0.0,1.0,0.0,False
4607,4910_01,Europa,False,P,E,306,TRAPPIST-1e,42.0,0.0,Age_31-50,False,1330.0,0.0,2711.0,691.0,False
4608,4911_01,Earth,False,P,F,998,TRAPPIST-1e,18.0,0.0,Age_18-25,False,0.0,0.0,702.0,0.0,False
4609,4912_01,Mars,False,P,D,160,TRAPPIST-1e,29.0,3284.0,Age_26-30,False,84.0,0.0,0.0,2.0,False
4610,4912_02,Mars,True,P,F,999,TRAPPIST-1e,15.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
4611,4913_01,Mars,False,P,F,1000,TRAPPIST-1e,19.0,1301.0,Age_18-25,False,0.0,31.0,1.0,0.0,True
4612,4915_01,Earth,True,P,G,793,PSO J318.5-22,49.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
4613,4916_01,Mars,True,P,F,1001,TRAPPIST-1e,19.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4614,4917_01,Europa,False,S,B,195,55 Cancri e,36.0,1.0,Age_31-50,True,10029.0,1.0,1679.0,27.0,True
4615,4918_01,Earth,True,P,G,794,55 Cancri e,59.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
4616,4920_01,Earth,True,S,G,802,55 Cancri e,24.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4617,4923_01,Mars,True,S,F,935,TRAPPIST-1e,4.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4618,4923_02,Mars,True,S,F,935,TRAPPIST-1e,20.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4619,4923_03,Mars,False,S,F,935,TRAPPIST-1e,24.0,261.0,Age_18-25,False,0.0,780.0,0.0,0.0,True
4620,4924_01,Mars,False,P,F,1002,55 Cancri e,31.0,725.0,Age_31-50,False,0.0,747.0,0.0,0.0,False
4621,4925_01,Mars,False,S,F,936,TRAPPIST-1e,23.0,197.0,Age_18-25,False,76.0,5635.0,7.0,0.0,True
4622,4927_01,Mars,False,S,F,937,TRAPPIST-1e,3.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4623,4927_02,Mars,True,S,F,937,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4624,4927_03,Mars,False,S,F,937,TRAPPIST-1e,20.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
4625,4927_04,Mars,False,S,F,937,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4626,4929_01,Mars,True,P,F,1004,55 Cancri e,13.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
4627,4930_01,Europa,True,P,B,161,TRAPPIST-1e,47.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
4628,4930_02,Europa,False,P,B,161,TRAPPIST-1e,51.0,0.0,Age_51+,False,3571.0,106.0,0.0,0.0,True
4629,4932_01,Mars,False,P,D,161,TRAPPIST-1e,22.0,223.0,Age_18-25,False,0.0,630.0,14.0,0.0,True
4630,4932_02,Mars,True,P,F,1005,55 Cancri e,3.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
4631,4933_01,Mars,False,S,F,938,TRAPPIST-1e,4.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
